3	0.	0.9999999999999999
3	0.1	0.9999999999999999
3	0.2	0.9999999999999999
3	0.30000000000000004	0.9999999999999999
3	0.4	0.9999999999999999
3	0.5	0.9999999999999999
3	0.6000000000000001	0.9999999999999999
3	0.7000000000000001	0.9999999999999999
3	0.8	0.9999999999999999
3	0.9	0.9999999999999999
3	1.	0.9999999999999999
4	0.	0.9999999999999999
4	0.1	0.9999999999999999
4	0.2	0.9999999999999999
4	0.30000000000000004	0.9999999999999999
4	0.4	0.9999999999999999
4	0.5	0.9999999999999999
4	0.6000000000000001	0.9999999999999999
4	0.7000000000000001	0.9999999999999999
4	0.8	0.9999999999999999
4	0.9	0.9999999999999999
4	1.	0.9999999999999999
5	0.	0.
5	0.1	0.5286124274639642
5	0.2	0.8498815482552847
5	0.30000000000000004	0.9112291077477188
5	0.4	0.9371631268684664
5	0.5	0.9513446877909868
5	0.6000000000000001	0.9604217146266969
5	0.7000000000000001	0.9665184476888825
5	0.8	0.9710376558824378
5	0.9	0.9745200010979796
5	1.	0.9772353465230944
6	0.	0.
6	0.1	0.
6	0.2	0.
6	0.30000000000000004	0.37761495159829794
6	0.4	0.6659349091262275
6	0.5	0.7693228633238148
6	0.6000000000000001	0.8241189687805696
6	0.7000000000000001	0.8581718015891345
6	0.8	0.881171244599857
6	0.9	0.8977984870962502
6	1.	0.910408584020154
7	0.	0.
7	0.1	0.
7	0.2	0.
7	0.30000000000000004	0.
7	0.4	0.
7	0.5	0.520408304765542
7	0.6000000000000001	0.6653853159840312
7	0.7000000000000001	0.7425005848227648
7	0.8	0.7907589341417435
7	0.9	0.8239364861465832
7	1.	0.8480866434605019
8	0.	0.
8	0.1	0.
8	0.2	0.
8	0.30000000000000004	0.
8	0.4	0.
8	0.5	0.
8	0.6000000000000001	0.4741566964584256
8	0.7000000000000001	0.6203865150888249
8	0.8	0.701582555825529
8	0.9	0.754278865670568
8	1.	0.7910039682650852
9	0.	0.
9	0.1	0.
9	0.2	0.
9	0.30000000000000004	0.
9	0.4	0.
9	0.5	0.
9	0.6000000000000001	0.17022981764888676
9	0.7000000000000001	0.48813423914326515
9	0.8	0.6138513051815915
9	0.9	0.6885021364718374
9	1.	0.7389513836579612
10	0.	0.
10	0.1	0.
10	0.2	0.
10	0.30000000000000004	0.
10	0.4	0.
10	0.5	0.
10	0.6000000000000001	0.
10	0.7000000000000001	0.33166386343581683
10	0.8	0.5258411781259559
10	0.9	0.62690775938887
10	1.	0.6916196828378214
11	0.	0.
11	0.1	0.
11	0.2	0.
11	0.30000000000000004	0.
11	0.4	0.
11	0.5	0.
11	0.6000000000000001	0.
11	0.7000000000000001	0.
11	0.8	0.4355974346111616
11	0.9	0.5682465349686884
11	1.	0.6481859371773764
12	0.	0.
12	0.1	0.
12	0.2	0.
12	0.30000000000000004	0.
12	0.4	0.
12	0.5	0.
12	0.6000000000000001	0.
12	0.7000000000000001	0.
12	0.8	0.3383676809624028
12	0.9	0.5125445741909457
12	1.	0.6083672680798848
13	0.	0.
13	0.1	0.
13	0.2	0.
13	0.30000000000000004	0.
13	0.4	0.
13	0.5	0.
13	0.6000000000000001	0.
13	0.7000000000000001	0.
13	0.8	0.2212805526758487
13	0.9	0.45863226874127566
13	1.	0.5720442554010311
14	0.	0.
14	0.1	0.
14	0.2	0.
14	0.30000000000000004	0.
14	0.4	0.
14	0.5	0.
14	0.6000000000000001	0.
14	0.7000000000000001	0.
14	0.8	0.
14	0.9	0.4060417611075525
14	1.	0.538327036888161
15	0.	0.
15	0.1	0.
15	0.2	0.
15	0.30000000000000004	0.
15	0.4	0.
15	0.5	0.
15	0.6000000000000001	0.
15	0.7000000000000001	0.
15	0.8	0.
15	0.9	0.35374992589986776
15	1.	0.507186490296453
16	0.	0.
16	0.1	0.
16	0.2	0.
16	0.30000000000000004	0.
16	0.4	0.
16	0.5	0.
16	0.6000000000000001	0.
16	0.7000000000000001	0.
16	0.8	0.
16	0.9	0.3004866789263887
16	1.	0.4783982932630623
17	0.	0.
17	0.1	0.
17	0.2	0.
17	0.30000000000000004	0.
17	0.4	0.
17	0.5	0.
17	0.6000000000000001	0.
17	0.7000000000000001	0.
17	0.8	0.
17	0.9	0.24462954123326053
17	1.	0.45140199708099404
18	0.	0.
18	0.1	0.
18	0.2	0.
18	0.30000000000000004	0.
18	0.4	0.
18	0.5	0.
18	0.6000000000000001	0.
18	0.7000000000000001	0.
18	0.8	0.
18	0.9	0.18109861239898495
18	1.	0.4259980689914482
19	0.	0.
19	0.1	0.
19	0.2	0.
19	0.30000000000000004	0.
19	0.4	0.
19	0.5	0.
19	0.6000000000000001	0.
19	0.7000000000000001	0.
19	0.8	0.
19	0.9	0.09447785563776379
19	1.	0.40302289350059467
20	0.	0.
20	0.1	0.
20	0.2	0.
20	0.30000000000000004	0.
20	0.4	0.
20	0.5	0.
20	0.6000000000000001	0.
20	0.7000000000000001	0.
20	0.8	0.
20	0.9	0.
20	1.	0.38101996612911293
21	0.	0.
21	0.1	0.
21	0.2	0.
21	0.30000000000000004	0.
21	0.4	0.
21	0.5	0.
21	0.6000000000000001	0.
21	0.7000000000000001	0.
21	0.8	0.
21	0.9	0.
21	1.	0.3602147143050836
22	0.	0.
22	0.1	0.
22	0.2	0.
22	0.30000000000000004	0.
22	0.4	0.
22	0.5	0.
22	0.6000000000000001	0.
22	0.7000000000000001	0.
22	0.8	0.
22	0.9	0.
22	1.	0.340939086511221
23	0.	0.
23	0.1	0.
23	0.2	0.
23	0.30000000000000004	0.
23	0.4	0.
23	0.5	0.
23	0.6000000000000001	0.
23	0.7000000000000001	0.
23	0.8	0.
23	0.9	0.
23	1.	0.32263432706359285
24	0.	0.
24	0.1	0.
24	0.2	0.
24	0.30000000000000004	0.
24	0.4	0.
24	0.5	0.
24	0.6000000000000001	0.
24	0.7000000000000001	0.
24	0.8	0.
24	0.9	0.
24	1.	0.3053418470182444
25	0.	0.
25	0.1	0.
25	0.2	0.
25	0.30000000000000004	0.
25	0.4	0.
25	0.5	0.
25	0.6000000000000001	0.
25	0.7000000000000001	0.
25	0.8	0.
25	0.9	0.
25	1.	0.288958988331883
26	0.	0.
26	0.1	0.
26	0.2	0.
26	0.30000000000000004	0.
26	0.4	0.
26	0.5	0.
26	0.6000000000000001	0.
26	0.7000000000000001	0.
26	0.8	0.
26	0.9	0.
26	1.	0.2734707219835182
27	0.	0.
27	0.1	0.
27	0.2	0.
27	0.30000000000000004	0.
27	0.4	0.
27	0.5	0.
27	0.6000000000000001	0.
27	0.7000000000000001	0.
27	0.8	0.
27	0.9	0.
27	1.	0.258996558003378
28	0.	0.
28	0.1	0.
28	0.2	0.
28	0.30000000000000004	0.
28	0.4	0.
28	0.5	0.
28	0.6000000000000001	0.
28	0.7000000000000001	0.
28	0.8	0.
28	0.9	0.
28	1.	0.2450069533973228
29	0.	0.
29	0.1	0.
29	0.2	0.
29	0.30000000000000004	0.
29	0.4	0.
29	0.5	0.
29	0.6000000000000001	0.
29	0.7000000000000001	0.
29	0.8	0.
29	0.9	0.
29	1.	0.23164341378934175
30	0.	0.
30	0.1	0.
30	0.2	0.
30	0.30000000000000004	0.
30	0.4	0.
30	0.5	0.
30	0.6000000000000001	0.
30	0.7000000000000001	0.
30	0.8	0.
30	0.9	0.
30	1.	0.21891731091251593
